% Model:              Piano Soundboard.mph
% Version:            COMSOL 6.0.0.405
% Date:               Dec 29 2022, 02:26
% Table:              Probe Table 3 - 
% test_x (m)                                      test_y (m)                                        freq (Hz)                                         Zdb, Point: 5                                     Z (N*s/m), Point: 5
0.26                                              0.6999999999999998                                783.99                                            52.468442122648476                                287.2486138298188+306.64095770481896i
0.3400000000000001                                0.1                                               349.23                                            46.86201644756341                                 31.21226023133228-218.12194343653223i
0.3400000000000001                                0.1                                               440                                               44.8077075622163                                  110.50465843258208+134.32007035167265i
0.3400000000000001                                0.1                                               523.25                                            40.10655366049249                                 37.29363983563463-94.1146527819058i
0.3400000000000001                                0.1                                               659.25                                            47.04455216129797                                 69.04332951676987+214.16939992800928i
0.3400000000000001                                0.1                                               783.99                                            44.371999983379524                                155.26099647458986+57.09036180402912i
0.3400000000000001                                0.18571428571428572                               349.23                                            59.938496385851266                                215.1971895822447-969.3442343643858i
0.3400000000000001                                0.18571428571428572                               440                                               42.97491658848551                                 14.94410400453973-140.05138097447397i
0.3400000000000001                                0.18571428571428572                               523.25                                            40.58666030782977                                 92.15672197735091+54.34576787476201i
0.3400000000000001                                0.18571428571428572                               659.25                                            58.92596311122044                                 770.82969558844-432.11477367770317i
0.3400000000000001                                0.18571428571428572                               783.99                                            43.97016399433091                                 66.05630250254904+143.46934924600055i
0.3400000000000001                                0.2714285714285714                                349.23                                            46.47349804249339                                 97.14547629258344-186.97423849417004i
0.3400000000000001                                0.2714285714285714                                440                                               54.34911315321781                                 94.88235584451114-513.0417881409177i
0.3400000000000001                                0.2714285714285714                                523.25                                            63.57246008338103                                 975.7723676254427-1150.762713613073i
0.3400000000000001                                0.2714285714285714                                659.25                                            52.302905552955956                                171.2802490626384-374.9681277753677i
0.3400000000000001                                0.2714285714285714                                783.99                                            49.28278214582658                                 288.3900613787071+40.1024409311812i
0.3400000000000001                                0.3571428571428571                                349.23                                            52.03004807943162                                 55.063716537330926-395.67368955263896i
0.3400000000000001                                0.3571428571428571                                440                                               44.59608075826633                                 32.14809393687117-166.67573371539015i
0.3400000000000001                                0.3571428571428571                                523.25                                            40.07050500629097                                 71.97868140000837+70.58851277363453i
0.3400000000000001                                0.3571428571428571                                659.25                                            50.69282370736465                                 55.56836401722602-337.94664129993834i
0.3400000000000001                                0.3571428571428571                                783.99                                            43.514787205907474                                86.63710355819309+122.30118297870679i
0.3400000000000001                                0.44285714285714284                               349.23                                            39.568216548964735                                69.65816992695417-64.81779617370708i
0.3400000000000001                                0.44285714285714284                               440                                               44.02620236138312                                 27.037681722319945-156.65195894278818i
0.3400000000000001                                0.44285714285714284                               523.25                                            42.613210351911974                                74.49887072814788+112.7047590063516i
0.3400000000000001                                0.44285714285714284                               659.25                                            64.04024812650016                                 1540.9239241777686-401.0323361521917i
0.3400000000000001                                0.44285714285714284                               783.99                                            50.3296763986595                                  300.01475821883764+133.7078080354295i
0.3400000000000001                                0.5285714285714285                                349.23                                            54.64393818659707                                 496.4178796458406-211.90815084671195i
0.3400000000000001                                0.5285714285714285                                440                                               54.972669958401696                                139.4681831996052-542.9480886956941i
0.3400000000000001                                0.5285714285714285                                523.25                                            47.59189718708454                                 239.51081622944028-8.443963014139976i
0.3400000000000001                                0.5285714285714285                                659.25                                            47.777997995666944                                141.0083431275565-200.17020778513785i
0.3400000000000001                                0.5285714285714285                                783.99                                            53.146682197263246                                427.78273309984127+152.91247137802773i
0.3400000000000001                                0.6142857142857142                                349.23                                            40.8695084481992                                  72.37725187711199-83.53530516542122i
0.3400000000000001                                0.6142857142857142                                440                                               51.23614784080071                                 76.75550564073627-356.4212061212604i
0.3400000000000001                                0.6142857142857142                                523.25                                            37.86319988168839                                 64.13392452616547+44.729889933038315i
0.3400000000000001                                0.6142857142857142                                659.25                                            55.913554003686755                                178.01693759279814-598.808143044361i
0.3400000000000001                                0.6142857142857142                                783.99                                            38.95065142066311                                 70.09725960015206+54.22092258862525i
0.3400000000000001                                0.6999999999999998                                349.23                                            44.437202222916895                                101.50323119381505+132.19805314642852i
0.3400000000000001                                0.6999999999999998                                440                                               47.86663842389888                                 57.819889750802744-240.5088771985819i
0.3400000000000001                                0.6999999999999998                                523.25                                            45.600010627271615                                117.88842839517854+149.70041006473477i
0.3400000000000001                                0.6999999999999998                                659.25                                            61.0754159938794                                  1010.1200846691906-510.5244392911903i
0.3400000000000001                                0.6999999999999998                                783.99                                            38.66506140122739                                 76.58511022838714-38.58010903472631i
0.42000000000000004                               0.1                                               349.23                                            45.81163744636052                                 32.293976555509694-192.556619409127i
0.42000000000000004                               0.1                                               440                                               43.334019176628175                                26.62802476297265-144.3561490775432i
0.42000000000000004                               0.1                                               523.25                                            39.885690322314474                                94.6216614959286-28.052934607817622i
0.42000000000000004                               0.1                                               659.25                                            54.977561291130286                                174.2061453754397+533.1513324925933i
0.42000000000000004                               0.1                                               783.99                                            44.26689843703892                                 103.78668842673694+126.25095892937787i
0.42000000000000004                               0.18571428571428572                               349.23                                            60.696216378912624                                818.8403858212598-709.4891398888597i
0.42000000000000004                               0.18571428571428572                               440                                               46.87694994575801                                 17.53263267554589-220.02551817971977i
0.42000000000000004                               0.18571428571428572                               523.25                                            40.113256747428984                                67.86657412208585+75.22194868709514i
0.42000000000000004                               0.18571428571428572                               659.25                                            40.680426210420876                                54.11548727712748+93.63576097479225i
0.42000000000000004                               0.18571428571428572                               783.99                                            39.126772630979815                                65.39086708621751+62.47081231891302i
0.42000000000000004                               0.2714285714285714                                349.23                                            59.074627547493954                                353.28102594656815-826.6124486579197i
0.42000000000000004                               0.2714285714285714                                440                                               51.47638626098865                                 91.79882716253891-363.401678606536i
0.42000000000000004                               0.2714285714285714                                523.25                                            58.384345434811785                                789.455490700799-257.10254085165246i
0.42000000000000004                               0.2714285714285714                                659.25                                            60.37993654604868                                 847.6816819134425+610.6227606991275i
0.42000000000000004                               0.2714285714285714                                783.99                                            47.87760076441805                                 109.40615635910163+222.1994507026023i
0.42000000000000004                               0.3571428571428571                                349.23                                            43.28341267915871                                 32.075418431982854-142.37024776012197i
0.42000000000000004                               0.3571428571428571                                440                                               47.385393158071636                                39.38950651349805-230.69034402718933i
0.42000000000000004                               0.3571428571428571                                523.25                                            41.71159882719265                                 57.990067726704176+107.08777566186761i
0.42000000000000004                               0.3571428571428571                                659.25                                            52.499490693768976                                125.07339221436463-402.6955854385758i
0.42000000000000004                               0.3571428571428571                                783.99                                            49.540547044571674                                131.76190478554824+269.4436667198564i
0.42000000000000004                               0.44285714285714284                               349.23                                            45.85147036306175                                 157.13909432549946-117.38614194881941i
0.42000000000000004                               0.44285714285714284                               440                                               39.63714348132705                                 30.284980093715443-91.00144803631383i
0.42000000000000004                               0.44285714285714284                               523.25                                            44.22930463434121                                 69.53955008129543+147.12243909148017i
0.42000000000000004                               0.44285714285714284                               659.25                                            54.39186964831433                                 118.39938913385087+510.7732598153255i
0.42000000000000004                               0.44285714285714284                               783.99                                            57.15671266934605                                 243.98111921884492+678.2888435705495i
0.42000000000000004                               0.5285714285714285                                349.23                                            47.13248194743861                                 77.24694720392601-213.7850957474301i
0.42000000000000004                               0.5285714285714285                                440                                               52.80313380667768                                 129.04077476639392-417.1715416649498i
0.42000000000000004                               0.5285714285714285                                523.25                                            34.57953676422869                                 52.85880836623071-8.741897252864847i
0.42000000000000004                               0.5285714285714285                                659.25                                            52.36602328082947                                 74.20665010914577+408.55746746173054i
0.42000000000000004                               0.5285714285714285                                783.99                                            61.65453923432307                                 739.9247870365408+957.1925337199411i
0.42000000000000004                               0.6142857142857142                                349.23                                            51.42897737983106                                 242.7052724773127-282.9429074725168i
0.42000000000000004                               0.6142857142857142                                440                                               46.986731659713286                                32.555918165553756-221.14689482155242i
0.42000000000000004                               0.6142857142857142                                523.25                                            40.12269267783942                                 85.2209741156516-54.99022051815963i
0.42000000000000004                               0.6142857142857142                                659.25                                            65.33049608852593                                 1218.0303108202913+1388.7840149945375i
0.42000000000000004                               0.6142857142857142                                783.99                                            51.45093225430119                                 373.20303181229156+19.65478925096418i
0.42000000000000004                               0.6999999999999998                                349.23                                            46.95471363182574                                 94.8510324614755-201.49963719685766i
0.42000000000000004                               0.6999999999999998                                440                                               47.37904388326254                                 56.72481216008911-226.87408517568193i
0.42000000000000004                               0.6999999999999998                                523.25                                            44.85266936183496                                 167.18390343973286-51.16186276677427i
0.42000000000000004                               0.6999999999999998                                659.25                                            55.105200114743994                                157.10980552213167+547.0812184238408i
0.42000000000000004                               0.6999999999999998                                783.99                                            52.52019464551857                                 313.7158654993894+283.2651058976466i
0.5000000000000001                                0.1                                               349.23                                            47.97176760269587                                 63.93280385504583-242.0733190213477i
0.5000000000000001                                0.1                                               440                                               51.020696632452655                                72.59704302658247-348.17178632254223i
0.5000000000000001                                0.1                                               523.25                                            54.099403143226596                                180.4816193963953-473.7411112282229i
0.5000000000000001                                0.1                                               659.25                                            46.83995426437085                                 89.24105198682633+200.8517018520297i
0.5000000000000001                                0.1                                               783.99                                            41.16717574624439                                 111.15888567477916-26.96313061219578i
0.5000000000000001                                0.18571428571428572                               349.23                                            55.85141691025428                                 616.014805165495-72.4088224743972i
0.5000000000000001                                0.18571428571428572                               440                                               54.542576008183076                                140.54163903232563-514.6483528355241i
0.5000000000000001                                0.18571428571428572                               523.25                                            51.23895666451094                                 100.94744403460523-350.4612628502127i
0.5000000000000001                                0.18571428571428572                               659.25                                            48.6240397300321                                  45.937220917828945-265.9614266506309i
0.5000000000000001                                0.18571428571428572                               783.99                                            40.134311539566205                                35.263851423594296+95.23946879933106i
0.5000000000000001                                0.2714285714285714                                349.23                                            57.63644388832659                                 758.3965740515606-71.58005462742236i
0.5000000000000001                                0.2714285714285714                                440                                               64.95748060645607                                 1431.3509616563722+1040.5301629332587i
0.5000000000000001                                0.2714285714285714                                523.25                                            51.349956279020084                                283.8649192677281-236.38453319045536i
0.5000000000000001                                0.2714285714285714                                659.25                                            43.69549129420924                                 12.855365696868287-152.48837111114557i
0.5000000000000001                                0.2714285714285714                                783.99                                            48.02411084923392                                 157.48436362991833+196.58503042926887i
0.5000000000000001                                0.3571428571428571                                349.23                                            42.42078070079158                                 47.5435034701365-123.29223589249682i
0.5000000000000001                                0.3571428571428571                                440                                               61.594950741031724                                1171.8763071308188-265.4546089759288i
0.5000000000000001                                0.3571428571428571                                523.25                                            69.1633729492062                                  2621.216111048574-1173.4608669553877i
0.5000000000000001                                0.3571428571428571                                659.25                                            47.67984854752862                                 28.73755793419317-240.38703209301804i
0.5000000000000001                                0.3571428571428571                                783.99                                            40.29581803782877                                 95.92722487838736+38.76657760732266i
0.5000000000000001                                0.44285714285714284                               349.23                                            49.20772967515789                                 280.95768002777396+66.23692499394173i
0.5000000000000001                                0.44285714285714284                               440                                               53.51459714722728                                 430.15174363880925-198.98572240655878i
0.5000000000000001                                0.44285714285714284                               523.25                                            66.69576522443418                                 1531.1464413092344-1525.9041116376286i
0.5000000000000001                                0.44285714285714284                               659.25                                            46.96064289071966                                 36.26528661741539-219.88954678298066i
0.5000000000000001                                0.44285714285714284                               783.99                                            40.640266833556524                                99.45706621853985-41.19195945215726i
0.5000000000000001                                0.5285714285714285                                349.23                                            40.27440441919099                                 78.47488205855082-67.03671085306826i
0.5000000000000001                                0.5285714285714285                                440                                               54.99731976870085                                 302.1031920743963-474.095274014261i
0.5000000000000001                                0.5285714285714285                                523.25                                            44.94494488311162                                 92.45924682387833-150.58457910133833i
0.5000000000000001                                0.5285714285714285                                659.25                                            50.631018149778726                                52.47479583167636-335.9832240197276i
0.5000000000000001                                0.5285714285714285                                783.99                                            40.921704656225984                                111.12702868723754+3.887160771467605i
0.5000000000000001                                0.6142857142857142                                349.23                                            53.333472432230096                                442.8305008181069+139.10973019206486i
0.5000000000000001                                0.6142857142857142                                440                                               51.728284350693265                                38.59286120839009+383.9112844264328i
0.5000000000000001                                0.6142857142857142                                523.25                                            40.49662674636337                                 27.552258157746984-102.23671576973517i
0.5000000000000001                                0.6142857142857142                                659.25                                            54.628270886347714                                120.19509985453386-525.2045361226761i
0.5000000000000001                                0.6142857142857142                                783.99                                            41.47322726241878                                 83.39612221651257+84.16443484434592i
0.5000000000000001                                0.6999999999999998                                349.23                                            57.97520061295664                                 483.46904414688277-627.3933044133414i
0.5000000000000001                                0.6999999999999998                                440                                               58.21795201420187                                 814.4439867938531-10.542191259395208i
0.5000000000000001                                0.6999999999999998                                523.25                                            55.751580906938656                                83.12123524243293+607.5072845257444i
0.5000000000000001                                0.6999999999999998                                659.25                                            49.61151803361897                                 53.156836773886766-297.6871383933341i
0.5000000000000001                                0.6999999999999998                                783.99                                            49.1298691103401                                  249.2861166929081-140.35827067956563i
