% Model:              Piano Soundboard.mph
% Version:            COMSOL 6.1.0.282
% Date:               Dec 30 2022, 22:51
% Table:              Table 3 - Point Probe 1
% test_x (m)                                      test_y (m)                                        freq (Hz)                                         Zdb, Point: 5                                     Z (N*s/m), Point: 5
0.05                                              0.35                                              340                                               60.782551592347566                                58.877009127595855-1092.6927068904292i
0.05                                              0.35                                              342                                               60.26913858167198                                 42.672876416746725-1030.5876931037735i
0.05                                              0.35                                              344                                               59.8465197363048                                  35.024583522623566-981.8606381727177i
0.05                                              0.35                                              346                                               59.464652504415994                                31.73003992563691-939.691245361659i
0.05                                              0.35                                              348                                               59.0893631978614                                  31.464467068539285-899.9178536868163i
0.05                                              0.35                                              350                                               58.687617679753494                                34.435981844339416-859.077318614648i
0.05                                              0.35                                              352                                               58.21378947955626                                 43.11460460860209-812.9795263797685i
0.05                                              0.35                                              354                                               57.60780772299781                                 68.48499353767228-756.1647944266388i
0.05                                              0.35                                              356                                               57.36293771272179                                 147.59904301366834-723.2465829152034i
0.05                                              0.35                                              358                                               57.443588108858926                                136.27986536493265-732.4697456253754i
0.05                                              0.35                                              360                                               56.103855249875664                                187.06248406576262-610.5323075455539i
0.05                                              0.35                                              362                                               57.31695998045743                                 507.225001533671-530.9010267843431i
0.05                                              0.35                                              364                                               61.83449729162781                                 580.8792449321521-1090.0509580379578i
0.05                                              0.35                                              366                                               60.60413671421606                                 290.80208419062876-1031.8342513881591i
0.05                                              0.35                                              368                                               60.94750960351445                                 394.94023323059594-1042.9877181966526i
0.05                                              0.35                                              370                                               61.54654914127772                                 194.94438945411642-1178.8790057662773i
0.05                                              0.35                                              372                                               60.79739400702871                                 84.24852731364957-1092.9068649331164i
0.05                                              0.35                                              374                                               60.24578349356077                                 49.53231591424841-1027.5078388045868i
0.05                                              0.35                                              376                                               59.84708180901492                                 34.6503382966615-981.9375359421799i
0.05                                              0.35                                              378                                               59.535622755157775                                26.823868703360475-947.5610358319091i
0.05                                              0.35                                              380                                               59.27706458568399                                 22.166181870507145-919.8715255409319i
0.05                                              0.35                                              382                                               59.05265314325991                                 19.170390704625426-896.4650854700997i
0.05                                              0.35                                              384                                               58.851233435577264                                17.14959219846192-875.9482572607715i
0.05                                              0.35                                              386                                               58.66559955721917                                 15.75604801089945-857.4457814924363i
0.05                                              0.35                                              388                                               58.490690402978764                                14.80443306533631-840.3634190464535i
0.05                                              0.35                                              390                                               58.32259652319273                                 14.20072564918404-824.262197336759i
0.05                                              0.35                                              392                                               58.1579371172312                                  13.90845861221233-808.7841819155152i
0.05                                              0.35                                              394                                               57.993036247214604                                13.95460412025058-793.5689681609751i
0.05                                              0.35                                              396                                               57.823473708500266                                14.476887212267334-778.2131267508923i
0.05                                              0.35                                              398                                               57.64254686124317                                 15.82496050614971-762.1382220222919i
0.05                                              0.35                                              400                                               57.438537760082426                                18.987314676836444-744.3644857027598i
0.05                                              0.35                                              402                                               57.191756934194814                                27.300350919386844-723.2337051990172i
0.05                                              0.35                                              404                                               56.93362198227316                                 54.57724789612599-700.4331535924454i
0.05                                              0.35                                              406                                               57.44878882137648                                 106.07123928890402-737.9011710092752i
0.05                                              0.35                                              408                                               57.78642842935642                                 53.85527669939905-773.1617902535643i
0.05                                              0.35                                              410                                               57.515059900967245                                27.339817610772513-750.6978478832033i
0.05                                              0.35                                              412                                               57.271384588730996                                19.15792700076342-730.1629480506414i
0.05                                              0.35                                              414                                               57.06428297168158                                 16.027863860137142-713.0245012874936i
0.05                                              0.35                                              416                                               56.874804455826656                                14.72898302336877-697.6594130806766i
0.05                                              0.35                                              418                                               56.69133086272783                                 14.325025549417179-683.0792048678874i
0.05                                              0.35                                              420                                               56.50594151511812                                 14.538163184388484-668.6432180409129i
0.05                                              0.35                                              422                                               56.311334651748304                                15.39292041233084-653.8022337067127i
0.05                                              0.35                                              424                                               56.09823583038892                                 17.232261964580985-637.9011495147574i
0.05                                              0.35                                              426                                               55.85201962954015                                 21.12624033965982-619.9389929435577i
0.05                                              0.35                                              428                                               55.55156903302794                                 30.63035959333562-598.4257778626547i
0.05                                              0.35                                              430                                               55.25723022967283                                 59.32328709103172-576.1981508350209i
0.05                                              0.35                                              432                                               55.86200601279293                                 109.08690423119015-611.3562784141318i
0.05                                              0.35                                              434                                               56.26376852655331                                 61.159397295245086-647.5299730830069i
0.05                                              0.35                                              436                                               55.924898415079056                                32.9649971101466-624.6561322758912i
0.05                                              0.35                                              438                                               55.590067526211                                   24.186559033255985-601.3847696378161i
0.05                                              0.35                                              440                                               55.28637815473388                                 21.173816275506564-580.8052087002695i
0.05                                              0.35                                              442                                               54.991321294068385                                20.339643606972984-561.4114030259286i
0.05                                              0.35                                              444                                               54.68845619902034                                 20.611073190032073-542.1371591318871i
0.05                                              0.35                                              446                                               54.364993024788824                                21.638385967203387-522.2484905047003i
0.05                                              0.35                                              448                                               54.00845475558455                                 23.346585754363712-501.1317843344094i
0.05                                              0.35                                              450                                               53.60409072130891                                 25.81288757040662-478.1593290439827i
0.05                                              0.35                                              452                                               53.13206303900718                                 29.252357476265235-452.5826375606791i
0.05                                              0.35                                              454                                               52.5633016902661                                  34.06682558924194-423.4127426393806i
0.05                                              0.35                                              456                                               51.85198492085094                                 40.98340351369855-389.22885346873295i
0.05                                              0.35                                              458                                               50.92267603472352                                 51.42528790020713-347.8884349281967i
0.05                                              0.35                                              460                                               49.655842918111716                                68.4620272591755-296.13223082805183i
0.05                                              0.35                                              462                                               47.97280768600119                                 98.64923527901911-230.15264093336228i
0.05                                              0.35                                              464                                               46.43578103560021                                 154.584078114715-141.8325495613164i
0.05                                              0.35                                              466                                               49.330398448135725                                290.66606344382774-34.9983918423775i
0.05                                              0.35                                              468                                               54.4053329774274                                  521.0137616378547-65.61971860916958i
0.05                                              0.35                                              470                                               56.26677894019166                                 643.8746931089883-93.5641817767613i
0.05                                              0.35                                              472                                               59.55587277529454                                 898.5993010011317-308.7238473792362i
0.05                                              0.35                                              474                                               59.7627118468126                                  879.0633592946741-417.223934024682i
0.05                                              0.35                                              476                                               63.17756233693252                                 1214.9492300838353-776.1623956819532i
0.05                                              0.35                                              478                                               63.48632271205624                                 733.5957034666635-1301.3528121093768i
0.05                                              0.35                                              480                                               61.810812930003294                                341.63827484168627-1183.4769329540095i
0.05                                              0.35                                              482                                               60.43056877583069                                 203.51206780042142-1030.9248584700151i
0.05                                              0.35                                              484                                               59.547227061763735                                152.283098455939-936.9127668799102i
0.05                                              0.35                                              486                                               58.84092908685056                                 106.90540980482085-868.5226778763921i
0.05                                              0.35                                              488                                               58.11262822768554                                 81.57664046223123-800.5495727688173i
0.05                                              0.35                                              490                                               57.43344834455434                                 71.52971019133838-740.7247465469849i
0.05                                              0.35                                              492                                               56.76127454468441                                 72.26832204745959-684.9514386915861i
0.05                                              0.35                                              494                                               56.04422492647454                                 87.80339691608899-628.070407502717i
0.05                                              0.35                                              496                                               55.375502143742835                                138.05966463898991-570.7241001301502i
0.05                                              0.35                                              498                                               56.05437826392566                                 261.5290311715932-578.5549213655064i
0.05                                              0.35                                              500                                               57.944399537828836                                257.6688179322353-746.0146073291892i
0.05                                              0.35                                              502                                               57.68457745738704                                 132.89911055184643-754.3832615930522i
0.05                                              0.35                                              504                                               57.00242422776442                                 79.80778000629948-703.6318584473775i
0.05                                              0.35                                              506                                               56.3859289377605                                  59.463202631801806-656.938311487795i
0.05                                              0.35                                              508                                               55.82130324282624                                 51.614869442128345-615.9503293111525i
0.05                                              0.35                                              510                                               55.26177953069434                                 50.16288443689589-577.3724072414888i
0.05                                              0.35                                              512                                               54.661439898705225                                53.80548393082119-538.1609180495523i
0.05                                              0.35                                              514                                               53.96952839071065                                 64.11902317827841-495.2990366594029i
0.05                                              0.35                                              516                                               53.14961310964645                                 87.3548283950731-445.9694507022318i
0.05                                              0.35                                              518                                               52.4539138122492                                  139.7023245195984-395.51752855307785i
0.05                                              0.35                                              520                                               52.75479727118174                                 219.77633122258288-374.52831452268026i
0.05                                              0.35                                              522                                               54.25180320233008                                 345.10346944074524-383.51870660406894i
0.05                                              0.35                                              524                                               57.13160126161968                                 411.4270808455344-589.3509704450184i
0.05                                              0.35                                              526                                               56.955632794548606                                241.3176480087821-661.7091497098622i
0.05                                              0.35                                              528                                               55.723318678884546                                153.44063759870195-591.6007590882741i
0.05                                              0.35                                              530                                               54.40516137698982                                 132.65478524301-508.0876887375545i
0.05                                              0.35                                              532                                               52.996979774443716                                151.3361217118502-420.101060396452i
0.05                                              0.35                                              534                                               51.817691263099576                                220.90264351200372-321.2101543808506i
0.05                                              0.35                                              536                                               53.39381702886574                                 402.98805473527847-236.78163806224913i
0.05                                              0.35                                              538                                               58.318627644212754                                719.1668410077297-402.22890905802046i
0.05                                              0.35                                              540                                               60.00559577258236                                 606.0112860019264-796.2660522281874i
0.05                                              0.35                                              542                                               58.75982975057862                                 358.7533704575077-789.2334566704196i
0.05                                              0.35                                              544                                               57.292266270486195                                303.3961916976519-666.3535661131515i
0.05                                              0.35                                              546                                               57.055933230991805                                413.3614065976735-580.3586547692903i
0.05                                              0.35                                              548                                               59.68119485875061                                 601.9535311687349-752.9103209734334i
0.05                                              0.35                                              550                                               60.78127858769581                                 425.6189093504483-1007.9392116637307i
0.05                                              0.35                                              552                                               60.086393490603726                                222.644427171538-985.1504841619227i
0.05                                              0.35                                              554                                               59.29365897247307                                 131.0256004479448-912.5395943132489i
0.05                                              0.35                                              556                                               58.654733776213334                                88.12158271051626-851.9731969673533i
0.05                                              0.35                                              558                                               58.142980949727246                                65.29721111886836-804.8677483941312i
0.05                                              0.35                                              560                                               57.718714431418036                                51.89241764852467-767.2637923717205i
0.05                                              0.35                                              562                                               57.35352249552537                                 43.52492647392351-736.0684159559061i
0.05                                              0.35                                              564                                               57.02777782637451                                 38.21321929161842-709.1846665197406i
0.05                                              0.35                                              566                                               56.72692317375962                                 35.050183929577656-685.1388603938534i
0.05                                              0.35                                              568                                               56.43873219324653                                 33.747959066866926-662.7875597118998i
0.05                                              0.35                                              570                                               56.15135886124346                                 34.59415644442862-641.1159992873522i
0.05                                              0.35                                              572                                               55.85319333386079                                 38.8445715151669-619.165383943733i
0.05                                              0.35                                              574                                               55.545292323698845                                50.06991765122093-596.6792133795823i
0.05                                              0.35                                              576                                               55.33784813114411                                 76.39328855100254-579.6327318956866i
0.05                                              0.35                                              578                                               55.64961209556205                                 111.43572490187832-595.6774094666064i
0.05                                              0.35                                              580                                               56.104990569341396                                108.04045382878573-629.4250840788796i
0.05                                              0.35                                              582                                               56.30630179413074                                 83.55364814879414-648.2420386444693i
0.05                                              0.35                                              584                                               56.18125176462062                                 52.84104555978809-642.0914932892005i
0.05                                              0.35                                              586                                               55.92745332173329                                 36.01790632726974-624.6718655824542i
0.05                                              0.35                                              588                                               55.68674880951627                                 27.7762255807449-607.9735274160403i
0.05                                              0.35                                              590                                               55.472656981657984                                23.330528368319555-593.3314430825781i
0.05                                              0.35                                              592                                               55.27870336753368                                 20.700405500626097-580.3086387268764i
0.05                                              0.35                                              594                                               55.09835537920041                                 19.048890158250416-568.4261419916812i
0.05                                              0.35                                              596                                               54.92679278362271                                 17.988300323897562-557.3314478895682i
0.05                                              0.35                                              598                                               54.760455308968844                                17.32577649805332-546.7702015534289i
0.05                                              0.35                                              600                                               54.59652373684234                                 16.963431978354482-536.548819283835i
0.05                                              0.35                                              602                                               54.432537663077284                                16.856508717370563-526.5073277380782i
0.05                                              0.35                                              604                                               54.26610449476448                                 16.996156448712952-516.4998717436165i
0.05                                              0.35                                              606                                               54.09463835124197                                 17.40496890853464-506.3788196655585i
0.05                                              0.35                                              608                                               53.915072572979554                                18.142023696327673-495.97899852603945i
0.05                                              0.35                                              610                                               53.72348587232581                                 19.31938578939633-485.09874670127846i
0.05                                              0.35                                              612                                               53.51457086973155                                 21.138440291046848-473.4740198769251i
0.05                                              0.35                                              614                                               53.280885560972095                                23.96760778176289-460.74163828213176i
0.05                                              0.35                                              616                                               53.012040311422616                                28.516387089239508-446.3932997119059i
0.05                                              0.35                                              618                                               52.69537820638053                                 36.25284602885727-429.7631737989468i
0.05                                              0.35                                              620                                               52.32807351379341                                 50.46369362565865-410.34023616260896i
0.05                                              0.35                                              622                                               51.998088504627006                                78.74963479554386-390.15134554544886i
0.05                                              0.35                                              624                                               52.233547050649705                                133.41860066867903-386.5812703662103i
0.05                                              0.35                                              626                                               53.700997187116215                                184.8791354509638-447.5448793324304i
0.05                                              0.35                                              628                                               54.58736402864958                                 149.5141026193403-514.9861964111151i
0.05                                              0.35                                              630                                               54.49371344913761                                 105.02362259077289-520.0006317845879i
0.05                                              0.35                                              632                                               54.31391914856168                                 80.87480473918777-513.2998809244508i
0.05                                              0.35                                              634                                               54.03945964357422                                 62.295359097222544-499.60045111508794i
0.05                                              0.35                                              636                                               53.70811952865046                                 56.86812383519904-481.2770333012433i
0.05                                              0.35                                              638                                               53.54071620757931                                 64.80729790516938-470.9361477324412i
0.05                                              0.35                                              640                                               53.720082916244785                                68.92076232151231-480.3741804613259i
0.05                                              0.35                                              642                                               53.77514577451151                                 51.93763738658714-485.6097889933678i
0.05                                              0.35                                              644                                               53.574585456182                                   36.5816142771652-475.82756266216813i
0.05                                              0.35                                              646                                               53.32437980283184                                 28.28966325637233-462.8168725404924i
0.05                                              0.35                                              648                                               53.08441581312692                                 23.850718347356533-450.41491440788195i
0.05                                              0.35                                              650                                               52.8594908197408                                  21.31817572657537-438.998539200455i
0.05                                              0.35                                              652                                               52.6454668228571                                  19.801971706833797-428.36087828441214i
0.05                                              0.35                                              654                                               52.43770971409517                                 18.88098060170669-418.2572066087585i
0.05                                              0.35                                              656                                               52.23249678511942                                 18.35001673488819-408.49533405380953i
0.05                                              0.35                                              658                                               52.02691944484711                                 18.09614925156984-398.932681915191i
0.05                                              0.35                                              660                                               51.818471000873004                                18.054246892485263-389.45509805263043i
0.05                                              0.35                                              662                                               51.604859267624725                                18.187599321445475-379.96711344293976i
0.05                                              0.35                                              664                                               51.38385720631439                                 18.477013376128486-370.384783507991i
0.05                                              0.35                                              666                                               51.15316963603344                                 18.915115730518693-360.6300607512646i
0.05                                              0.35                                              668                                               50.910307606464684                                19.50352898314346-350.6263394960154i
0.05                                              0.35                                              670                                               50.652456854349666                                20.251724780582077-340.29465484128906i
0.05                                              0.35                                              672                                               50.37632544906441                                 21.1770251482353-329.5500871016028i
0.05                                              0.35                                              674                                               50.07795333436306                                 22.305592502205585-318.29798663822174i
0.05                                              0.35                                              676                                               49.75246150966776                                 23.674512300604228-306.4296462153096i
0.05                                              0.35                                              678                                               49.39371090649543                                 25.33535901204993-293.81702488776403i
0.05                                              0.35                                              680                                               48.99383262235808                                 27.36008871627842-280.3061312605189i
0.05                                              0.35                                              682                                               48.542596988753644                                29.850939045111694-265.70903670236004i
0.05                                              0.35                                              684                                               48.02668367967469                                 32.95712649847278-249.7967672916406i
0.05                                              0.35                                              686                                               47.4293495928131                                  36.89602824043448-232.30455779411813i
0.05                                              0.35                                              688                                               46.730756480405105                                41.92202674027633-212.9518274076238i
0.05                                              0.35                                              690                                               45.899023994445244                                48.243326398740386-191.22853811290162i
0.05                                              0.35                                              692                                               44.8876124982194                                  56.54993516473246-166.18375190081755i
0.05                                              0.35                                              694                                               43.69323488188645                                 68.1777811521665-136.95835160749752i
0.05                                              0.35                                              696                                               42.49382867927685                                 85.04108435237116-102.59413571603334i
0.05                                              0.35                                              698                                               42.04087516672161                                 110.34023183630876-61.83718292396533i
0.05                                              0.35                                              700                                               43.594279881469625                                150.6571504436065-13.451626491487383i
0.05                                              0.35                                              702                                               46.968774821352724                                219.568167216905+39.36354749619085i
0.05                                              0.35                                              704                                               50.76440199806786                                 337.22099859150995+74.34382367719243i
0.05                                              0.35                                              706                                               53.85594946573807                                 492.1490228671436+27.98216546634031i
0.05                                              0.35                                              708                                               55.36204893274534                                 574.4668101170547-117.08097807034902i
0.05                                              0.35                                              710                                               55.26798130761065                                 532.192346052209-230.4918541911622i
0.05                                              0.35                                              712                                               54.579982833780356                                484.74701244609145-228.24823636778584i
0.05                                              0.35                                              714                                               55.067473875067975                                535.1060705038647-186.6565701562468i
0.05                                              0.35                                              716                                               57.23009685739996                                 689.7468144977311-229.57867782080032i
0.05                                              0.35                                              718                                               59.2499453152572                                  785.7778215469224-473.22062755419273i
