% Model:              Piano Soundboard.mph
% Version:            COMSOL 6.1.0.282
% Date:               Dec 30 2022, 22:51
% Table:              Table 3 - Point Probe 1
% test_x (m)                                      test_y (m)                                        freq (Hz)                                         Zdb, Point: 5                                     Z (N*s/m), Point: 5
0.45                                              0.15                                              776                                               52.44341127495125                                 410.0470878026358-85.9491304856757i
0.45                                              0.15                                              778                                               51.296210607408014                                327.9933688529941-164.92115446563585i
0.45                                              0.15                                              780                                               49.320288207441266                                242.69698684818135-163.12730753537693i
0.45                                              0.15                                              782                                               47.2648148194277                                  193.0534196606495-126.4920082320627i
0.45                                              0.15                                              784                                               45.745359256533746                                175.189125099788-82.77905195492973i
0.45                                              0.15                                              786                                               45.5536628259918                                  184.29267050348702-44.25708073487923i
0.45                                              0.15                                              788                                               46.8269240315811                                  217.87409960544394-26.297029366181054i
0.45                                              0.15                                              790                                               48.29104430316251                                 254.41596875398483-52.35971011203711i
0.45                                              0.15                                              792                                               48.49457786072405                                 243.3704254736606-107.13114864321147i
0.45                                              0.15                                              794                                               47.25521070943913                                 190.37304565522902-130.03954088815573i
0.45                                              0.15                                              796                                               45.27742670147006                                 142.0612213056374-116.30718424967931i
0.45                                              0.15                                              798                                               43.04363200835199                                 110.8020628095755-88.75242651504183i
0.45                                              0.15                                              800                                               40.770044888152974                                92.13532688512373-58.745944491683126i
0.45                                              0.25                                              300                                               31.901372710550724                                15.763461767786263+36.066875615787204i
0.45                                              0.25                                              302                                               36.08554190577998                                 20.46190223196552+60.34545377389515i
0.45                                              0.25                                              304                                               40.02828587945431                                 37.41395928087341+93.08887611615685i
0.45                                              0.25                                              306                                               44.45510041898081                                 117.32419118751281+118.86540998603071i
0.45                                              0.25                                              308                                               41.11592203312486                                 111.63690245218544-21.610502165451173i
0.45                                              0.25                                              310                                               31.424688757144096                                36.61258493389062+6.911760975747619i
0.45                                              0.25                                              312                                               32.87188113356808                                 20.479214608156074+38.95975705833118i
0.45                                              0.25                                              314                                               36.18623573176369                                 15.576798813626727+62.552906250245684i
0.45                                              0.25                                              316                                               38.45567745274237                                 13.849024722636452+82.5577335204836i
0.45                                              0.25                                              318                                               40.18584282909749                                 13.443221121053732+101.27431298425023i
0.45                                              0.25                                              320                                               41.63739170573958                                 13.830479320178789+119.95041350432092i
0.45                                              0.25                                              322                                               42.94182079147133                                 14.936728634490457+139.51347311821266i
0.45                                              0.25                                              324                                               44.183181934995766                                17.056081282980287+160.96617589183904i
0.45                                              0.25                                              326                                               45.4392404226285                                  21.40818525172054+185.8227282410002i
0.45                                              0.25                                              328                                               46.79511703418554                                 33.883966345943+216.01180937812686i
0.45                                              0.25                                              330                                               47.396020462867924                                70.32745366518115+223.51242483499644i
0.45                                              0.25                                              332                                               47.16934455109136                                 44.51965025924815+223.89641898463339i
0.45                                              0.25                                              334                                               48.639920279421645                                37.376776881549524+267.7975780449371i
0.45                                              0.25                                              336                                               50.13456650817151                                 43.21907350238226+318.2438113741123i
0.45                                              0.25                                              338                                               51.7199844612057                                  57.35059508112625+381.18754152607505i
0.45                                              0.25                                              340                                               53.53854639055746                                 85.0882542697018+467.57668248528154i
0.45                                              0.25                                              342                                               55.78716801631025                                 145.48215222384897+598.2496653626679i
0.45                                              0.25                                              344                                               58.819816576075965                                311.4851286453727+815.4899380080481i
0.45                                              0.25                                              346                                               63.131254544414695                                952.3924328159571+1072.1162342901023i
0.45                                              0.25                                              348                                               64.44544025127803                                 1641.3080415284596-298.84010701117495i
0.45                                              0.25                                              350                                               57.748553592626585                                590.9835629628134-496.18768728988084i
0.45                                              0.25                                              352                                               54.51775904074352                                 495.4159469497154-193.79416133038427i
0.45                                              0.25                                              354                                               56.74021151746315                                 507.6706645473372-462.98653262949506i
0.45                                              0.25                                              356                                               52.73986800667062                                 193.9234216274253-387.7108156621382i
0.45                                              0.25                                              358                                               48.687247370030526                                108.73388923467189-249.1798673442656i
0.45                                              0.25                                              360                                               45.067362473799555                                99.55432820920119-149.01687848371094i
0.45                                              0.25                                              362                                               46.01076271328828                                 147.7269030073425-134.4851690844352i
0.45                                              0.25                                              364                                               44.32909063984667                                 77.48989780900439-145.22932843207215i
0.45                                              0.25                                              366                                               40.28315217458612                                 43.45454830774653-93.73050607283633i
0.45                                              0.25                                              368                                               35.71603719550648                                 31.653877218781954-52.22192446341386i
0.45                                              0.25                                              370                                               30.113223703692178                                26.01813064424235-18.694127765505364i
0.45                                              0.25                                              372                                               27.95556736627266                                 22.863508008174794+10.089347665976074i
0.45                                              0.25                                              374                                               32.39864727666114                                 21.02344607667373+35.989920043616124i
0.45                                              0.25                                              376                                               36.04520427178364                                 20.034034473255492+60.177763571278405i
0.45                                              0.25                                              378                                               38.66853751393863                                 19.698071325391282+83.49597716069123i
0.45                                              0.25                                              380                                               40.70842755344658                                 19.95518254288524+106.64702268774941i
0.45                                              0.25                                              382                                               42.40949265541734                                 20.847089248671395+130.31282721488986i
0.45                                              0.25                                              384                                               43.91195518094789                                 22.531926801871027+155.26450757379996i
0.45                                              0.25                                              386                                               45.30855584359654                                 25.3538902169264+182.50593374457318i
0.45                                              0.25                                              388                                               46.67365339481239                                 30.02642132471117+213.51588742480723i
0.45                                              0.25                                              390                                               48.082993216444436                                38.12329824741025+250.7183599958559i
0.45                                              0.25                                              392                                               49.63551074377076                                 53.51078290082619+298.4735441315932i
0.45                                              0.25                                              394                                               51.495500126687894                                87.80779486341837+365.235901282706i
0.45                                              0.25                                              396                                               53.93477045505425                                 185.69524871038965+461.477347025696i
0.45                                              0.25                                              398                                               56.72673045946215                                 509.028442934036+459.90535305179907i
0.45                                              0.25                                              400                                               53.72714702156665                                 483.1351880161017-49.73126983905533i
0.45                                              0.25                                              402                                               45.33235642894216                                 182.84583788905678-26.555761404897037i
0.45                                              0.25                                              404                                               41.63501107508323                                 95.35552466632492+74.01836340968104i
0.45                                              0.25                                              406                                               44.3108222757332                                  66.88562755348622+150.0293818767367i
0.45                                              0.25                                              408                                               46.86738904581521                                 57.27983167984907+212.90962333962466i
0.45                                              0.25                                              410                                               48.86989143883923                                 56.35129290700871+271.86936510157307i
0.45                                              0.25                                              412                                               50.59777660814316                                 61.47983062092851+333.13184677203856i
0.45                                              0.25                                              414                                               52.23331535946106                                 73.10632020508241+402.3582302164731i
0.45                                              0.25                                              416                                               53.904571209588674                                94.44497747991967+486.63081143709803i
0.45                                              0.25                                              418                                               55.733265811283175                                134.00404701338098+597.021719413374i
0.45                                              0.25                                              420                                               57.8765622104762                                  215.11634180597125+752.9948970523288i
0.45                                              0.25                                              422                                               60.576060469790384                                414.7043937446575+984.8158984777757i
0.45                                              0.25                                              424                                               64.04383690835085                                 1028.4860484628362+1216.3822613605475i
0.45                                              0.25                                              426                                               65.73664630834165                                 1925.6807028021183+196.44177091836647i
0.45                                              0.25                                              428                                               60.59878676165547                                 952.2591438612595-490.9536055554075i
0.45                                              0.25                                              430                                               55.17789559221037                                 553.9345737917406-150.35466027944273i
0.45                                              0.25                                              432                                               56.94105396508278                                 672.8299002386107+204.280660846879i
0.45                                              0.25                                              434                                               62.72604787608113                                 1366.2067055067014+82.26942301392302i
0.45                                              0.25                                              436                                               62.827727161733364                                1044.1216902139947-909.6564091040375i
0.45                                              0.25                                              438                                               59.31092498631428                                 425.28319795502335-820.0097763203021i
0.45                                              0.25                                              440                                               56.30771875823662                                 215.9785504120928-617.0021253231687i
0.45                                              0.25                                              442                                               53.87369513859099                                 132.59618099278026-475.8222786682896i
0.45                                              0.25                                              444                                               51.779094542627774                                91.69562235370317-377.1222767142041i
0.45                                              0.25                                              446                                               49.87521877263213                                 68.58476233377378-304.07864140799353i
0.45                                              0.25                                              448                                               48.06499349173748                                 54.23135820872402-247.19636316872058i
0.45                                              0.25                                              450                                               46.274793490095306                                44.73208947855797-201.02268986096914i
0.45                                              0.25                                              452                                               44.43692174924096                                 38.187783549486824-162.2317182950131i
0.45                                              0.25                                              454                                               42.47541326842149                                 33.60559991816557-128.65872836223585i
0.45                                              0.25                                              456                                               40.289667045253765                                30.479255353924426-98.796478776811i
0.45                                              0.25                                              458                                               37.74331951649988                                 28.66502962320697-71.59456580718508i
0.45                                              0.25                                              460                                               34.674239182909176                                27.871511492864233-46.44280737881847i
0.45                                              0.25                                              462                                               31.05046224026234                                 28.354986462511572-21.671026185390343i
0.45                                              0.25                                              464                                               30.30675237646332                                 32.62433690248989+2.9730846789254355i
0.45                                              0.25                                              466                                               33.561741210006886                                42.13725314053142+22.253695995093864i
0.45                                              0.25                                              468                                               35.988745702246405                                48.99867880467606+39.62193831664177i
0.45                                              0.25                                              470                                               38.082358078400006                                60.624858781592856+52.48803868125088i
0.45                                              0.25                                              472                                               40.270027787954916                                80.2091010561871+64.86908646254689i
0.45                                              0.25                                              474                                               39.46075474555347                                 85.98957314214147+37.92264656889794i
0.45                                              0.25                                              476                                               37.428192970870306                                55.54372743080804+49.4579974708926i
0.45                                              0.25                                              478                                               39.71591822568173                                 51.58102884673729+81.89145175830616i
0.45                                              0.25                                              480                                               42.59369446610051                                 75.32220827547762+111.79075278751219i
0.45                                              0.25                                              482                                               43.69855618729049                                 123.59615688856454+90.32433812872078i
0.45                                              0.25                                              484                                               39.82413789401529                                 85.6774904277788+47.56594720508966i
0.45                                              0.25                                              486                                               38.71432849041757                                 49.86093920516733+70.36680519983642i
0.45                                              0.25                                              488                                               40.648916608567845                                39.01164510534966+100.44740262996079i
0.45                                              0.25                                              490                                               42.65623437716143                                 39.46537936968426+129.91015142058103i
0.45                                              0.25                                              492                                               44.54058704219701                                 51.105165843383276+160.73804234876422i
0.45                                              0.25                                              494                                               46.337097515063235                                87.62283429585526+188.00568219478836i
0.45                                              0.25                                              496                                               46.56963559340045                                 148.72634124432057+152.54779029624873i
0.45                                              0.25                                              498                                               42.85188373331866                                 103.50149584009566+92.57997547639458i
0.45                                              0.25                                              500                                               42.06558096918664                                 57.356525960401854+113.13843283347623i
0.45                                              0.25                                              502                                               43.48768482173373                                 40.914977841438485+143.70032376718802i
0.45                                              0.25                                              504                                               44.90957038024565                                 36.005528781054885+172.2635508809227i
0.45                                              0.25                                              506                                               46.18089562917689                                 36.943070692002344+200.3476281738583i
0.45                                              0.25                                              508                                               47.40241022359281                                 43.56611356900031+230.4052684192911i
0.45                                              0.25                                              510                                               48.6794435729806                                  60.50438444803297+264.8021693649476i
0.45                                              0.25                                              512                                               50.04648784722524                                 103.68601159155193+300.54181531984034i
0.45                                              0.25                                              514                                               50.73747019880524                                 194.6566655750145+283.9306349611925i
0.45                                              0.25                                              516                                               48.065747635575974                                184.87862754565825+172.85282141045772i
0.45                                              0.25                                              518                                               46.22955902429357                                 110.54003197816397+172.48923960588195i
0.45                                              0.25                                              520                                               46.77292463493426                                 79.43981530116514+203.1129223940325i
0.45                                              0.25                                              522                                               47.95346383359919                                 64.260270621466+241.44123234838125i
0.45                                              0.25                                              524                                               49.305982845772775                                65.09961961924324+284.59300240967457i
0.45                                              0.25                                              526                                               50.68779743111381                                 81.54923380213258+332.430180649604i
0.45                                              0.25                                              528                                               52.1889048307047                                  126.19095406138827+386.7959291844631i
0.45                                              0.25                                              530                                               53.7070270631441                                  238.48154249739852+421.8163679911877i
0.45                                              0.25                                              532                                               53.49572752691241                                 378.5703887133822+283.4368422397744i
0.45                                              0.25                                              534                                               49.16763769354824                                 257.5346592702316+127.41575587783579i
0.45                                              0.25                                              536                                               46.62222734346906                                 143.62563990726574+159.10698769757514i
0.45                                              0.25                                              538                                               47.72777618909459                                 103.38673304144544+220.39365425876613i
0.45                                              0.25                                              540                                               49.46611822808176                                 100.39037379597191+279.91830338390946i
0.45                                              0.25                                              542                                               51.1454111274848                                  132.62057249415386+335.5455829011792i
0.45                                              0.25                                              544                                               52.34322909972536                                 221.3326506802688+350.0501012050858i
0.45                                              0.25                                              546                                               50.864483869624735                                260.38525334967204+232.86133040466967i
0.45                                              0.25                                              548                                               47.90261223468263                                 157.8721617737775+191.7628207096387i
0.45                                              0.25                                              550                                               48.073738536905196                                97.29607871372943+233.90094426868393i
0.45                                              0.25                                              552                                               49.29507750584223                                 73.18081252530605+282.24449549265296i
0.45                                              0.25                                              554                                               50.46594588041024                                 64.34958393681309+327.3906138618388i
0.45                                              0.25                                              556                                               51.51715026182855                                 63.25995851685411+371.22883124308464i
0.45                                              0.25                                              558                                               52.50625957697761                                 67.8526972382925+416.509837101209i
0.45                                              0.25                                              560                                               53.492799807645575                                78.78645181707667+466.1479996183583i
0.45                                              0.25                                              562                                               54.5349427830681                                  99.58537702325563+523.6390245484524i
0.45                                              0.25                                              564                                               55.69764104509215                                 139.57763798417858+593.170768233774i
0.45                                              0.25                                              566                                               57.044138495448145                                223.3720260953275+675.582594543401i
0.45                                              0.25                                              568                                               58.48206549677318                                 410.5402683399312+732.4513550471936i
0.45                                              0.25                                              570                                               58.808054767374855                                680.5026105374616+544.887139938468i
0.45                                              0.25                                              572                                               55.46892190333817                                 559.3460452923314+198.53314746353243i
0.45                                              0.25                                              574                                               51.39030893074831                                 320.5740272144637+186.98405532565792i
0.45                                              0.25                                              576                                               51.02223921153512                                 218.61445821321976+280.61820987284045i
0.45                                              0.25                                              578                                               52.508273004646654                                201.33200558796162+370.9884595393792i
0.45                                              0.25                                              580                                               53.567865164177434                                237.82594498124797+413.324031273727i
0.45                                              0.25                                              582                                               53.06288490932399                                 226.91010893649843+388.5204615776604i
0.45                                              0.25                                              584                                               53.14466302759831                                 165.04945578323418+423.1347746225449i
0.45                                              0.25                                              586                                               54.20630872593299                                 134.2654460029061+495.36042385923344i
0.45                                              0.25                                              588                                               55.37161790149075                                 126.27506823237805+573.1778471008713i
0.45                                              0.25                                              590                                               56.486651839385395                                130.86302661651288+654.3605074703399i
0.45                                              0.25                                              592                                               57.573615027598535                                144.93734744849067+742.2585086209122i
0.45                                              0.25                                              594                                               58.67217849653719                                 169.1000342857497+841.4164621645185i
0.45                                              0.25                                              596                                               59.821754885314384                                206.83391700940948+957.6054054880785i
0.45                                              0.25                                              598                                               61.06420921983891                                 265.6568959381101+1098.6823734577656i
0.45                                              0.25                                              600                                               62.449646512511244                                360.8689334563414+1275.7563047416552i
0.45                                              0.25                                              602                                               64.0429340300087                                  525.2663696727975+1503.6412956168276i
0.45                                              0.25                                              604                                               65.92565182854439                                 834.9283466635445+1793.4305831256886i
0.45                                              0.25                                              606                                               68.15515391421003                                 1471.9353544732478+2091.0445602343825i
0.45                                              0.25                                              608                                               70.45485723724008                                 2713.9261476576407+1933.588682388297i
0.45                                              0.25                                              610                                               71.17876510738232                                 3614.694787365373+228.58247116813783i
0.45                                              0.25                                              612                                               68.81780049787348                                 2495.0297635841894-1179.727924575257i
0.45                                              0.25                                              614                                               65.29640071665068                                 1423.7855255089712-1165.533902653575i
0.45                                              0.25                                              616                                               62.02977221538117                                 945.2412843517269-838.0419804341971i
0.45                                              0.25                                              618                                               59.89398103531813                                 799.5396809166566-580.1896993152088i
0.45                                              0.25                                              620                                               58.9459250982232                                  727.2215827792195-505.6164338360975i
0.45                                              0.25                                              622                                               56.813074000064844                                556.9026747090649-412.2287497426573i
0.45                                              0.25                                              624                                               53.970705218148126                                446.82870499955806-223.25790516684836i
0.45                                              0.25                                              626                                               52.52822607344544                                 422.84162405323474-13.871622780866764i
0.45                                              0.25                                              628                                               54.247516789212                                   473.40367929508915+204.47339887544467i
0.45                                              0.25                                              630                                               57.63425415447705                                 624.2039482678825+436.309509300196i
0.45                                              0.25                                              632                                               61.25685519801779                                 958.737328719633+645.3299538285794i
0.45                                              0.25                                              634                                               64.43119798726491                                 1557.3455511376324+590.55910449045i
0.45                                              0.25                                              636                                               65.72116453000054                                 1931.9407542659012-33.27879376265765i
0.45                                              0.25                                              638                                               65.45927298559397                                 1809.2939491722445-491.39733764473704i
0.45                                              0.25                                              640                                               65.93842765758103                                 1746.9504173478779-934.4475899696264i
0.45                                              0.25                                              642                                               65.37284362980537                                 1267.0480915143676-1356.5927464213685i
0.45                                              0.25                                              644                                               63.68688717143308                                 760.5789073360964-1326.1527781896684i
0.45                                              0.25                                              646                                               61.94114238645648                                 477.785067812011-1155.5432932718227i
0.45                                              0.25                                              648                                               60.39899157098009                                 326.7503788490991-994.7149411180528i
0.45                                              0.25                                              650                                               59.05159112502101                                 239.70986370950368-863.9211452939713i
0.45                                              0.25                                              652                                               57.854436722525136                                185.3911432607069-758.8083012980254i
